Time,Latitude,Longitude
10:38:27.171369,39.018544400907416,-104.893739
10:38:27.244735,39.01854440750538,-104.893739
10:38:27.315388,39.01854441385936,-104.893739
10:38:27.385898,39.01854442020048,-104.893739
10:38:27.456490,39.018544426548964,-104.893739
10:38:27.527073,39.01854443289665,-104.893739
10:38:27.597601,39.018544439239385,-104.893739
10:38:27.668183,39.018544445586976,-104.893739
10:38:27.738787,39.01854445193655,-104.893739
10:38:27.809450,39.01854445829142,-104.893739
10:38:27.879990,39.018544464635234,-104.893739
10:38:27.950623,39.018544470987415,-104.893739
10:38:28.021174,39.01854447733222,-104.893739
10:38:28.091756,39.01854448367981,-104.893739
10:38:28.162405,39.01854449003343,-104.893739
10:38:28.183563,39.01854449193621,-104.893739
10:38:28.204364,39.0185444,-104.893739
10:38:28.275196,39.0185444,-104.893739
10:38:28.345902,39.0185444,-104.893739
10:38:28.416867,39.0185444,-104.893739
10:38:28.487484,39.0185444,-104.893739
10:38:28.558083,39.0185444,-104.893739
10:38:28.628659,39.0185444,-104.893739
10:38:28.699293,39.0185444,-104.893739
10:38:28.769920,39.0185444,-104.893739
10:38:28.840519,39.0185444,-104.893739
10:38:28.911206,39.0185444,-104.893739
10:38:28.981755,39.0185444,-104.893739
10:38:29.052430,39.0185444,-104.893739
10:38:29.122997,39.0185444,-104.893739
10:38:29.174135,39.0185445,-104.893739
10:38:29.272413,39.0185445,-104.893739
10:38:29.353383,39.0185445,-104.893739
10:38:29.488417,39.0185445,-104.893739
10:38:29.583623,39.0185445,-104.893739
10:38:29.702809,39.0185445,-104.893739
10:38:29.797818,39.0185445,-104.893739
10:38:29.894214,39.0185445,-104.893739
10:38:29.983057,39.0185445,-104.893739
10:38:30.077211,39.0185445,-104.893739
10:38:30.165110,39.0185445,-104.893739
10:38:30.197509,39.0185445,-104.893739
10:38:30.219466,39.0185445,-104.8937389
10:38:30.302511,39.0185445,-104.8937389
10:38:30.394499,39.0185445,-104.8937389
10:38:30.497050,39.0185445,-104.8937389
10:38:30.606417,39.0185445,-104.8937389
10:38:30.753226,39.0185445,-104.8937389
10:38:30.873475,39.0185445,-104.8937389
10:38:30.994404,39.0185445,-104.8937389
10:38:31.093338,39.0185445,-104.8937389
10:38:31.186293,39.0185445,-104.8937389
10:38:31.238429,39.0185447,-104.8937389
10:38:31.315885,39.0185447,-104.8937389
10:38:31.393070,39.0185447,-104.8937389
10:38:31.470883,39.0185447,-104.8937389
10:38:31.564674,39.0185447,-104.8937389
10:38:31.643103,39.0185447,-104.8937389
10:38:31.758306,39.0185447,-104.8937389
10:38:31.831414,39.0185447,-104.8937389
10:38:31.906572,39.0185447,-104.8937389
10:38:31.978969,39.0185447,-104.8937389
10:38:32.057623,39.0185447,-104.8937389
10:38:32.143971,39.0185447,-104.8937389
10:38:32.215946,39.0185447,-104.8937389
10:38:32.295324,39.0185448,-104.8937389
10:38:32.401795,39.0185448,-104.8937389
10:38:32.491893,39.0185448,-104.8937389
10:38:32.578982,39.0185448,-104.8937389
10:38:32.701937,39.0185448,-104.8937389
10:38:32.838828,39.0185448,-104.8937389
10:38:32.924249,39.0185448,-104.8937389
10:38:33.010833,39.0185448,-104.8937389
10:38:33.126599,39.0185448,-104.8937389
10:38:33.246392,39.0185448,-104.8937389
10:38:33.344313,39.018545,-104.8937389
10:38:33.461250,39.018545,-104.8937389
10:38:33.581462,39.018545,-104.8937389
10:38:33.697418,39.018545,-104.8937389
10:38:33.809868,39.018545,-104.8937389
10:38:33.922729,39.018545,-104.8937389
10:38:34.030971,39.018545,-104.8937389
10:38:34.128557,39.018545,-104.8937389
10:38:34.242132,39.018545,-104.8937389
10:38:34.324933,39.0185451,-104.8937389
10:38:34.457143,39.0185451,-104.8937389
10:38:34.593685,39.0185451,-104.8937389
10:38:34.704888,39.0185451,-104.8937389
10:38:34.811843,39.0185451,-104.8937389
10:38:34.936993,39.0185451,-104.8937389
10:38:35.047291,39.0185451,-104.8937389
10:38:35.152720,39.0185451,-104.8937389
10:38:35.253775,39.0185451,-104.8937389
10:38:35.329643,39.0185453,-104.8937387
10:38:35.450485,39.0185453,-104.8937387
10:38:35.575392,39.0185453,-104.8937387
10:38:35.686956,39.0185453,-104.8937387
10:38:35.802584,39.0185453,-104.8937387
10:38:35.917147,39.0185453,-104.8937387
10:38:36.010441,39.0185453,-104.8937387
10:38:36.096285,39.0185453,-104.8937387
