Time,Latitude,Longitude
23:44:57.660388,39.0187761,-104.89367980585705
23:44:57.736888,39.0187761,-104.8936798501321
23:44:57.807774,39.0187761,-104.89367989115802
23:44:57.878642,39.0187761,-104.8936799321735
23:44:57.949473,39.0187761,-104.89367997316758
23:44:58.020318,39.0187761,-104.89368001416975
23:44:58.091118,39.0187761,-104.8936800551459
23:44:58.161910,39.0187761,-104.8936800961174
23:44:58.232692,39.0187761,-104.89368013708311
23:44:58.303488,39.0187761,-104.89368017805693
23:44:58.374300,39.0187761,-104.89368021904001
23:44:58.445028,39.0187761,-104.89368025997447
23:44:58.515852,39.0187761,-104.89368030096449
23:44:58.586690,39.0187761,-104.89368034196262
23:44:58.652563,39.0187761,-104.8936803800872
23:44:58.673837,39.0187759,-104.89367990584431
23:44:58.744575,39.0187759,-104.89367994678456
23:44:58.815392,39.0187759,-104.89367998777053
23:44:58.888271,39.0187759,-104.8936800299499
23:44:58.959045,39.0187759,-104.89368007091099
23:44:59.029824,39.0187759,-104.89368011187497
23:44:59.100610,39.0187759,-104.893680152843
23:44:59.171412,39.0187759,-104.89368019382029
23:44:59.242178,39.0187759,-104.89368023477675
23:44:59.312993,39.0187759,-104.89368027576157
23:44:59.383795,39.0187759,-104.89368031673885
23:44:59.454615,39.0187759,-104.89368035772657
23:44:59.525427,39.0187759,-104.89368039870963
23:44:59.596391,39.0187759,-104.8936804397807
23:44:59.661484,39.0187757,-104.89367990627375
23:44:59.760416,39.0187757,-104.89367996353153
23:44:59.859143,39.0187757,-104.89368002067066
23:44:59.936026,39.0187757,-104.89368006516739
23:45:00.044657,39.0187757,-104.89368012803854
23:45:00.155219,39.0187757,-104.89368019202729
23:45:00.255403,39.0187757,-104.89368025000968
23:45:00.338618,39.0187757,-104.8936802981711
23:45:00.434427,39.0187757,-104.89368035362142
23:45:00.526363,39.0187757,-104.8936804068302
23:45:00.622105,39.0187757,-104.89368046224175
23:45:00.675388,39.0187757,-104.89368049307976
23:45:00.728920,39.0187754,-104.89368001194674
23:45:00.802760,39.0187754,-104.8936800546823
23:45:00.875611,39.0187754,-104.89368009684547
23:45:00.977858,39.0187754,-104.89368015602184
23:45:01.061363,39.0187754,-104.89368020435111
23:45:01.165090,39.0187754,-104.89368026438403
23:45:01.259583,39.0187754,-104.8936803190727
23:45:01.382086,39.0187754,-104.89368038997242
23:45:01.496962,39.0187754,-104.89368045645793
23:45:01.603383,39.0187754,-104.89368051805003
23:45:01.686529,39.018775,-104.89367990498056
23:45:01.789311,39.018775,-104.89367995256937
