Time,Latitude,Longitude,Altitude,Relative Altitude,Heading,State
BREAK,2025-04-29 10:40:33.181699,,,,,
1746118694.2247782,39.0187503,-104.8937093,2168.25,-0.33,181.88,DiscoStates.LOCATE
1746118695.1145966,39.0187503,-104.8937093,2168.25,-0.33,181.88,DiscoStates.LOCATE
1746118695.23426,39.0187503,-104.8937092,2168.25,-0.334,181.88,DiscoStates.LOCATE
1746118696.118643,39.0187503,-104.8937092,2168.25,-0.334,181.88,DiscoStates.LOCATE
1746118696.2415845,39.0187504,-104.8937092,2168.22,-0.361,181.87,DiscoStates.LOCATE
1746118697.1277778,39.0187504,-104.8937092,2168.22,-0.361,181.87,DiscoStates.LOCATE
1746118697.2520041,39.0187504,-104.893709,2168.25,-0.333,181.88,DiscoStates.LOCATE
1746118698.1300774,39.0187504,-104.893709,2168.25,-0.333,181.88,DiscoStates.LOCATE
1746118698.2594986,39.0187504,-104.8937089,2168.24,-0.342,181.89,DiscoStates.LOCATE
1746118699.1549113,39.0187504,-104.8937089,2168.24,-0.342,181.89,DiscoStates.LOCATE
1746118699.3162708,39.0187503,-104.8937088,2168.25,-0.339,181.89,DiscoStates.LOCATE
1746118700.1778302,39.0187503,-104.8937088,2168.25,-0.339,181.89,DiscoStates.LOCATE
1746118700.3393898,39.0187503,-104.8937088,2168.23,-0.354,181.9,DiscoStates.LOCATE
1746118701.1750782,39.0187503,-104.8937088,2168.23,-0.354,181.9,DiscoStates.LOCATE
1746118701.3464355,39.0187503,-104.8937088,2168.2,-0.383,181.9,DiscoStates.LOCATE
1746118702.2026858,39.0187503,-104.8937088,2168.2,-0.383,181.9,DiscoStates.LOCATE
1746118702.3644283,39.0187503,-104.8937088,2168.2,-0.389,181.89,DiscoStates.LOCATE
1746118703.19899,39.0187503,-104.8937088,2168.2,-0.389,181.89,DiscoStates.LOCATE
1746118703.3834808,39.0187503,-104.8937088,2168.22,-0.366,181.9,DiscoStates.LOCATE
1746118704.2194383,39.0187503,-104.8937088,2168.22,-0.366,181.9,DiscoStates.LOCATE
1746118704.3917973,39.0187504,-104.8937087,2168.24,-0.345,181.91,DiscoStates.LOCATE
1746118705.2095466,39.0187504,-104.8937087,2168.24,-0.345,181.91,DiscoStates.LOCATE
1746118705.4016635,39.0187504,-104.8937085,2168.23,-0.357,181.92,DiscoStates.LOCATE
1746118706.2153494,39.0187504,-104.8937085,2168.23,-0.357,181.92,DiscoStates.LOCATE
1746118706.418457,39.0187504,-104.8937086,2168.23,-0.351,181.91,DiscoStates.LOCATE
1746118707.23193,39.0187504,-104.8937086,2168.23,-0.351,181.91,DiscoStates.LOCATE
1746118707.4322655,39.0187504,-104.8937085,2168.26,-0.326,181.91,DiscoStates.LOCATE
1746118708.2392063,39.0187504,-104.8937085,2168.26,-0.326,181.91,DiscoStates.LOCATE
1746118708.4488935,39.0187503,-104.8937084,2168.29,-0.295,181.91,DiscoStates.LOCATE
1746118709.2572622,39.0187503,-104.8937084,2168.29,-0.295,181.91,DiscoStates.LOCATE
1746118709.488941,39.0187503,-104.8937085,2168.32,-0.267,181.92,DiscoStates.LOCATE
1746118710.303639,39.0187503,-104.8937085,2168.32,-0.267,181.92,DiscoStates.LOCATE
1746118710.5077176,39.0187503,-104.8937085,2168.33,-0.254,181.93,DiscoStates.LOCATE
1746118711.3019044,39.0187503,-104.8937085,2168.33,-0.254,181.93,DiscoStates.LOCATE
1746118711.5336573,39.0187503,-104.8937086,2168.33,-0.259,181.92,DiscoStates.LOCATE
1746118712.3468697,39.0187503,-104.8937086,2168.33,-0.259,181.92,DiscoStates.LOCATE
1746118712.543647,39.0187503,-104.8937086,2168.35,-0.232,181.94,DiscoStates.LOCATE
1746118713.349834,39.0187503,-104.8937086,2168.35,-0.232,181.94,DiscoStates.LOCATE
1746118713.5584064,39.0187504,-104.8937088,2168.34,-0.247,181.94,DiscoStates.LOCATE
1746118714.35499,39.0187504,-104.8937088,2168.34,-0.247,181.94,DiscoStates.LOCATE
1746118714.5989234,39.0187504,-104.8937089,2168.33,-0.256,181.95,DiscoStates.LOCATE
1746118715.3638296,39.0187504,-104.8937089,2168.33,-0.256,181.95,DiscoStates.LOCATE
1746118715.6020405,39.0187505,-104.8937088,2168.31,-0.271,181.96,DiscoStates.LOCATE
1746118716.3736842,39.0187505,-104.8937088,2168.31,-0.271,181.96,DiscoStates.LOCATE
1746118716.6072588,39.0187506,-104.8937086,2168.33,-0.259,181.97,DiscoStates.LOCATE
1746118717.3695455,39.0187506,-104.8937086,2168.33,-0.259,181.97,DiscoStates.LOCATE
1746118717.6346102,39.0187507,-104.8937087,2168.29,-0.295,181.97,DiscoStates.LOCATE
1746118718.3912761,39.0187507,-104.8937087,2168.29,-0.295,181.97,DiscoStates.LOCATE
1746118718.6933565,39.0187507,-104.8937087,2168.28,-0.305,181.97,DiscoStates.LOCATE
1746118719.4172907,39.0187507,-104.8937087,2168.28,-0.305,181.97,DiscoStates.LOCATE
1746118719.7039523,39.0187506,-104.8937087,2168.28,-0.3,181.98,DiscoStates.LOCATE
1746118720.4159484,39.0187506,-104.8937087,2168.28,-0.3,181.98,DiscoStates.LOCATE
1746118720.727846,39.0187507,-104.8937087,2168.27,-0.314,181.98,DiscoStates.LOCATE
1746118721.4199421,39.0187507,-104.8937087,2168.27,-0.314,181.98,DiscoStates.LOCATE
1746118721.7663255,39.0187507,-104.8937087,2168.24,-0.344,181.98,DiscoStates.LOCATE
1746118722.4336708,39.0187507,-104.8937087,2168.24,-0.344,181.98,DiscoStates.LOCATE
1746118722.7767756,39.0187508,-104.8937087,2168.23,-0.351,181.99,DiscoStates.LOCATE
1746118723.4397166,39.0187508,-104.8937087,2168.23,-0.351,181.99,DiscoStates.LOCATE
1746118723.7824295,39.0187509,-104.8937085,2168.23,-0.354,181.98,DiscoStates.LOCATE
1746118724.4568703,39.0187509,-104.8937085,2168.23,-0.354,181.98,DiscoStates.LOCATE
1746118724.80416,39.0187509,-104.8937084,2168.24,-0.342,181.99,DiscoStates.LOCATE
1746118725.4716299,39.0187509,-104.8937084,2168.24,-0.342,181.99,DiscoStates.LOCATE
1746118725.8696063,39.0187509,-104.8937084,2168.24,-0.345,181.99,DiscoStates.LOCATE
1746118726.4892068,39.0187509,-104.8937084,2168.24,-0.345,181.99,DiscoStates.LOCATE
1746118726.8710864,39.018751,-104.8937084,2168.21,-0.373,181.99,DiscoStates.LOCATE
1746118727.5254197,39.018751,-104.8937084,2168.21,-0.373,181.99,DiscoStates.LOCATE
1746118727.8911803,39.018751,-104.8937084,2168.24,-0.346,181.98,DiscoStates.LOCATE
1746118728.5349698,39.018751,-104.8937084,2168.24,-0.346,181.98,DiscoStates.LOCATE
1746118728.907628,39.0187511,-104.8937084,2168.25,-0.333,181.98,DiscoStates.LOCATE
1746118729.5370662,39.0187511,-104.8937084,2168.25,-0.333,181.98,DiscoStates.LOCATE
1746118729.9223924,39.0187512,-104.8937083,2168.24,-0.344,181.99,DiscoStates.LOCATE
1746118730.5556982,39.0187512,-104.8937083,2168.24,-0.344,181.99,DiscoStates.LOCATE
1746118730.9349203,39.0187513,-104.8937082,2168.24,-0.345,181.99,DiscoStates.LOCATE
1746118731.5568216,39.0187513,-104.8937082,2168.24,-0.345,181.99,DiscoStates.LOCATE
1746118731.9370553,39.0187513,-104.8937082,2168.23,-0.352,181.98,DiscoStates.LOCATE
1746118732.5652583,39.0187513,-104.8937082,2168.23,-0.352,181.98,DiscoStates.LOCATE
1746118732.9787219,39.0187513,-104.8937082,2168.25,-0.33,182.0,DiscoStates.LOCATE
1746118733.5653844,39.0187513,-104.8937082,2168.25,-0.33,182.0,DiscoStates.LOCATE
1746118734.0019367,39.0187513,-104.893708,2168.23,-0.355,181.99,DiscoStates.LOCATE
1746118734.5749257,39.0187513,-104.893708,2168.23,-0.355,181.99,DiscoStates.LOCATE
1746118735.0082376,39.0187513,-104.8937079,2168.2,-0.385,182.0,DiscoStates.LOCATE
1746118735.592065,39.0187513,-104.8937079,2168.2,-0.385,182.0,DiscoStates.LOCATE
1746118736.059933,39.0187513,-104.8937079,2168.19,-0.39,182.0,DiscoStates.LOCATE
1746118736.5980847,39.0187513,-104.8937079,2168.19,-0.39,182.0,DiscoStates.LOCATE
1746118737.0558746,39.0187512,-104.8937078,2168.19,-0.396,182.02,DiscoStates.LOCATE
1746118737.6138992,39.0187512,-104.8937078,2168.19,-0.396,182.02,DiscoStates.LOCATE
1746118738.0712638,39.0187511,-104.8937078,2168.21,-0.37,182.02,DiscoStates.LOCATE
1746118738.6282244,39.0187511,-104.8937078,2168.21,-0.37,182.02,DiscoStates.LOCATE
1746118739.0805619,39.018751,-104.8937078,2168.24,-0.345,182.04,DiscoStates.LOCATE
1746118739.638897,39.018751,-104.8937078,2168.24,-0.345,182.04,DiscoStates.LOCATE
1746118740.0919023,39.018751,-104.8937078,2168.24,-0.343,182.05,DiscoStates.LOCATE
1746118740.6444082,39.018751,-104.8937078,2168.24,-0.343,182.05,DiscoStates.LOCATE
1746118741.1109035,39.018751,-104.8937075,2168.21,-0.372,182.06,DiscoStates.LOCATE
1746118741.6546893,39.018751,-104.8937075,2168.21,-0.372,182.06,DiscoStates.LOCATE
1746118742.1287432,39.018751,-104.8937073,2168.21,-0.377,182.07,DiscoStates.LOCATE
1746118742.6595461,39.018751,-104.8937073,2168.21,-0.377,182.07,DiscoStates.LOCATE
1746118743.1407568,39.018751,-104.8937071,2168.24,-0.349,182.07,DiscoStates.LOCATE
1746118743.6733112,39.018751,-104.8937071,2168.24,-0.349,182.07,DiscoStates.LOCATE
1746118744.1592858,39.0187509,-104.893707,2168.24,-0.345,182.07,DiscoStates.LOCATE
1746118744.7000034,39.0187509,-104.893707,2168.24,-0.345,182.07,DiscoStates.LOCATE
1746118745.1690195,39.0187509,-104.8937069,2168.23,-0.353,182.07,DiscoStates.LOCATE
1746118745.7067266,39.0187509,-104.8937069,2168.23,-0.353,182.07,DiscoStates.LOCATE
1746118746.1742263,39.0187509,-104.8937067,2168.25,-0.336,182.08,DiscoStates.LOCATE
1746118746.7398958,39.0187509,-104.8937067,2168.25,-0.336,182.08,DiscoStates.LOCATE
1746118747.1890578,39.0187507,-104.8937064,2168.25,-0.333,182.09,DiscoStates.LOCATE
1746118747.7727644,39.0187507,-104.8937064,2168.25,-0.333,182.09,DiscoStates.LOCATE
1746118748.1998162,39.0187506,-104.8937062,2168.25,-0.335,182.09,DiscoStates.LOCATE
1746118748.7733135,39.0187506,-104.8937062,2168.25,-0.335,182.09,DiscoStates.LOCATE
1746118749.2164512,39.0187506,-104.8937063,2168.26,-0.329,182.1,DiscoStates.LOCATE
1746118749.7878337,39.0187506,-104.8937063,2168.26,-0.329,182.1,DiscoStates.LOCATE
1746118750.2227747,39.0187505,-104.8937063,2168.26,-0.328,182.09,DiscoStates.LOCATE
1746118750.827722,39.0187505,-104.8937063,2168.26,-0.328,182.09,DiscoStates.LOCATE
1746118751.2383194,39.0187503,-104.8937063,2168.27,-0.318,182.09,DiscoStates.LOCATE
1746118751.822989,39.0187503,-104.8937063,2168.27,-0.318,182.09,DiscoStates.LOCATE
1746118752.248336,39.0187503,-104.8937061,2168.26,-0.32,182.09,DiscoStates.LOCATE
1746118752.850088,39.0187503,-104.8937061,2168.26,-0.32,182.09,DiscoStates.LOCATE
1746118753.2951188,39.0187501,-104.893706,2168.26,-0.327,182.09,DiscoStates.LOCATE
1746118753.8793378,39.0187501,-104.893706,2168.26,-0.327,182.09,DiscoStates.LOCATE
1746118754.3137813,39.0187501,-104.8937059,2168.26,-0.329,182.09,DiscoStates.LOCATE
1746118754.8984559,39.0187501,-104.8937059,2168.26,-0.329,182.09,DiscoStates.LOCATE
1746118755.3137174,39.0187501,-104.8937058,2168.26,-0.325,182.1,DiscoStates.LOCATE
1746118755.903647,39.0187501,-104.8937058,2168.26,-0.325,182.1,DiscoStates.LOCATE
1746118756.3184264,39.0187502,-104.8937059,2168.27,-0.318,182.1,DiscoStates.LOCATE
1746118756.917832,39.0187502,-104.8937059,2168.27,-0.318,182.1,DiscoStates.LOCATE
1746118757.329236,39.0187502,-104.8937059,2168.26,-0.329,182.1,DiscoStates.LOCATE
1746118757.9308243,39.0187502,-104.8937059,2168.26,-0.329,182.1,DiscoStates.LOCATE
1746118758.357528,39.0187503,-104.8937058,2168.25,-0.335,182.11,DiscoStates.LOCATE
1746118758.961713,39.0187503,-104.8937058,2168.25,-0.335,182.11,DiscoStates.LOCATE
1746118759.3835008,39.0187503,-104.8937058,2168.25,-0.333,182.1,DiscoStates.LOCATE
1746118759.9768372,39.0187503,-104.8937058,2168.25,-0.333,182.1,DiscoStates.LOCATE
1746118760.9922152,39.0187503,-104.8937058,2168.25,-0.333,182.1,DiscoStates.LOCATE
1746118761.3927596,39.0187503,-104.8937056,2168.3,-0.282,182.1,DiscoStates.LOCATE
1746118761.9926329,39.0187503,-104.8937056,2168.3,-0.282,182.1,DiscoStates.LOCATE
1746118762.4241383,39.0187503,-104.8937056,2168.3,-0.282,182.11,DiscoStates.LOCATE
1746118763.0179925,39.0187503,-104.8937056,2168.3,-0.282,182.11,DiscoStates.LOCATE
1746118763.4224682,39.0187503,-104.8937056,2168.29,-0.291,182.1,DiscoStates.LOCATE
1746118764.0371397,39.0187503,-104.8937056,2168.29,-0.291,182.1,DiscoStates.LOCATE
1746118764.4488604,39.0187503,-104.8937056,2168.29,-0.296,182.1,DiscoStates.LOCATE
1746118765.0768166,39.0187503,-104.8937056,2168.29,-0.296,182.1,DiscoStates.LOCATE
1746118765.4797232,39.0187503,-104.8937057,2168.26,-0.321,182.09,DiscoStates.LOCATE
1746118766.0930035,39.0187503,-104.8937057,2168.26,-0.321,182.09,DiscoStates.LOCATE
1746118766.495033,39.0187503,-104.8937057,2168.26,-0.325,182.08,DiscoStates.LOCATE
1746118767.1042562,39.0187503,-104.8937057,2168.26,-0.325,182.08,DiscoStates.LOCATE
1746118767.4879386,39.0187502,-104.8937057,2168.25,-0.331,182.07,DiscoStates.LOCATE
1746118768.1376815,39.0187502,-104.8937057,2168.25,-0.331,182.07,DiscoStates.LOCATE
1746118768.5213733,39.0187502,-104.8937057,2168.24,-0.347,182.06,DiscoStates.LOCATE
1746118769.1373653,39.0187502,-104.8937057,2168.24,-0.347,182.06,DiscoStates.LOCATE
1746118769.520889,39.0187502,-104.8937056,2168.23,-0.357,182.05,DiscoStates.LOCATE
1746118770.1539087,39.0187502,-104.8937056,2168.23,-0.357,182.05,DiscoStates.LOCATE
1746118770.5263584,39.0187502,-104.8937056,2168.25,-0.335,182.06,DiscoStates.LOCATE
1746118771.163515,39.0187502,-104.8937056,2168.25,-0.335,182.06,DiscoStates.LOCATE
1746118771.5679352,39.0187502,-104.8937057,2168.26,-0.329,182.05,DiscoStates.LOCATE
1746118772.1807778,39.0187502,-104.8937057,2168.26,-0.329,182.05,DiscoStates.LOCATE
1746118772.5308971,39.0187503,-104.8937058,2168.26,-0.323,182.05,DiscoStates.LOCATE
1746118773.193171,39.0187503,-104.8937058,2168.26,-0.323,182.05,DiscoStates.LOCATE
1746118773.5659325,39.0187503,-104.8937058,2168.25,-0.333,182.05,DiscoStates.LOCATE
1746118774.2148445,39.0187503,-104.8937058,2168.25,-0.333,182.05,DiscoStates.LOCATE
1746118774.5611756,39.0187503,-104.8937058,2168.25,-0.331,182.04,DiscoStates.LOCATE
1746118775.2229824,39.0187503,-104.8937058,2168.25,-0.331,182.04,DiscoStates.LOCATE
1746118775.5995808,39.0187505,-104.8937059,2168.25,-0.332,182.03,DiscoStates.LOCATE
1746118776.2541268,39.0187505,-104.8937059,2168.25,-0.332,182.03,DiscoStates.LOCATE
1746118776.6048717,39.0187505,-104.8937059,2168.25,-0.331,182.02,DiscoStates.LOCATE
1746118777.2549946,39.0187505,-104.8937059,2168.25,-0.331,182.02,DiscoStates.LOCATE
1746118777.6279304,39.0187505,-104.8937059,2168.25,-0.334,182.01,DiscoStates.LOCATE
1746118778.2598603,39.0187505,-104.8937059,2168.25,-0.334,182.01,DiscoStates.LOCATE
1746118778.6219504,39.0187506,-104.893706,2168.25,-0.333,181.99,DiscoStates.LOCATE
1746118779.276836,39.0187506,-104.893706,2168.25,-0.333,181.99,DiscoStates.LOCATE
1746118779.626329,39.0187507,-104.8937061,2168.26,-0.327,181.98,DiscoStates.LOCATE
1746118780.3004863,39.0187507,-104.8937061,2168.26,-0.327,181.98,DiscoStates.LOCATE
1746118780.6628227,39.0187507,-104.8937062,2168.23,-0.354,181.97,DiscoStates.LOCATE
1746118781.2932928,39.0187507,-104.8937062,2168.23,-0.354,181.97,DiscoStates.LOCATE
1746118781.6659243,39.0187507,-104.8937064,2168.23,-0.356,181.97,DiscoStates.LOCATE
1746118782.3343089,39.0187507,-104.8937064,2168.23,-0.356,181.97,DiscoStates.LOCATE
1746118782.6636815,39.0187507,-104.8937065,2168.24,-0.348,181.94,DiscoStates.LOCATE
1746118783.3393345,39.0187507,-104.8937065,2168.24,-0.348,181.94,DiscoStates.LOCATE
1746118783.6474767,39.0187507,-104.8937065,2168.26,-0.326,181.92,DiscoStates.LOCATE
1746118784.3522604,39.0187507,-104.8937065,2168.26,-0.326,181.92,DiscoStates.LOCATE
1746118784.649803,39.0187507,-104.8937066,2168.26,-0.324,181.9,DiscoStates.LOCATE
1746118785.3753407,39.0187507,-104.8937066,2168.26,-0.324,181.9,DiscoStates.LOCATE
1746118785.650681,39.0187507,-104.8937066,2168.25,-0.339,181.87,DiscoStates.LOCATE
1746118786.3719518,39.0187507,-104.8937066,2168.25,-0.339,181.87,DiscoStates.LOCATE
1746118786.655866,39.0187507,-104.8937067,2168.22,-0.364,181.85,DiscoStates.LOCATE
1746118787.3962753,39.0187507,-104.8937067,2168.22,-0.364,181.85,DiscoStates.LOCATE
1746118787.6661677,39.0187508,-104.8937066,2168.22,-0.367,181.83,DiscoStates.LOCATE
1746118788.4265397,39.0187508,-104.8937066,2168.22,-0.367,181.83,DiscoStates.LOCATE
1746118788.6795552,39.0187508,-104.8937066,2168.22,-0.365,181.81,DiscoStates.LOCATE
1746118789.430592,39.0187508,-104.8937066,2168.22,-0.365,181.81,DiscoStates.LOCATE
1746118789.6830106,39.0187508,-104.8937064,2168.19,-0.395,181.8,DiscoStates.LOCATE
1746118790.4370363,39.0187508,-104.8937064,2168.19,-0.395,181.8,DiscoStates.LOCATE
1746118790.6961043,39.0187509,-104.8937064,2168.19,-0.392,181.77,DiscoStates.LOCATE
1746118791.4389627,39.0187509,-104.8937064,2168.19,-0.392,181.77,DiscoStates.LOCATE
1746118791.6987288,39.018751,-104.8937064,2168.2,-0.385,181.75,DiscoStates.LOCATE
1746118792.4448807,39.018751,-104.8937064,2168.2,-0.385,181.75,DiscoStates.LOCATE
1746118792.706814,39.018751,-104.8937063,2168.21,-0.37,181.75,DiscoStates.LOCATE
1746118793.4414866,39.018751,-104.8937063,2168.21,-0.37,181.75,DiscoStates.LOCATE
1746118793.723753,39.0187511,-104.8937063,2168.2,-0.381,181.74,DiscoStates.LOCATE
1746118794.469478,39.0187511,-104.8937063,2168.2,-0.381,181.74,DiscoStates.LOCATE
1746118794.7289221,39.0187512,-104.8937063,2168.18,-0.401,181.73,DiscoStates.LOCATE
1746118795.4803174,39.0187512,-104.8937063,2168.18,-0.401,181.73,DiscoStates.LOCATE
1746118795.7402384,39.0187511,-104.8937062,2168.18,-0.405,181.71,DiscoStates.LOCATE
1746118796.4906685,39.0187511,-104.8937062,2168.18,-0.405,181.71,DiscoStates.LOCATE
1746118796.7748272,39.0187511,-104.8937062,2168.16,-0.421,181.7,DiscoStates.LOCATE
1746118797.500015,39.0187511,-104.8937062,2168.16,-0.421,181.7,DiscoStates.LOCATE
1746118797.8030784,39.0187511,-104.8937062,2168.14,-0.445,181.69,DiscoStates.LOCATE
1746118798.5096037,39.0187511,-104.8937062,2168.14,-0.445,181.69,DiscoStates.LOCATE
1746118798.801919,39.0187511,-104.8937062,2168.15,-0.431,181.68,DiscoStates.LOCATE
1746118799.5268245,39.0187511,-104.8937062,2168.15,-0.431,181.68,DiscoStates.LOCATE
1746118799.8289948,39.0187511,-104.8937062,2168.18,0.024,181.68,DiscoStates.LOCATE
1746118800.5148332,39.0187511,-104.8937062,2168.18,0.024,181.68,DiscoStates.LOCATE
1746118800.8126962,39.0187512,-104.8937062,2168.2,0.04,181.66,DiscoStates.LOCATE
1746118801.5243163,39.0187512,-104.8937062,2168.2,0.04,181.66,DiscoStates.LOCATE
1746118801.8268716,39.0187512,-104.8937061,2168.2,0.042,181.7,DiscoStates.LOCATE
1746118802.5409822,39.0187512,-104.8937061,2168.2,0.042,181.7,DiscoStates.LOCATE
1746118802.8256953,39.0187511,-104.8937061,2168.2,0.045,181.98,DiscoStates.LOCATE
1746118803.5556972,39.0187511,-104.8937061,2168.2,0.045,181.98,DiscoStates.LOCATE
1746118803.8282168,39.0187511,-104.8937061,2168.23,0.079,182.13,DiscoStates.LOCATE
1746118804.5793002,39.0187511,-104.8937061,2168.23,0.079,182.13,DiscoStates.LOCATE
1746118804.8362918,39.018751,-104.8937061,2168.25,0.09,182.28,DiscoStates.LOCATE
1746118805.5929453,39.018751,-104.8937061,2168.25,0.09,182.28,DiscoStates.LOCATE
1746118805.865862,39.0187509,-104.8937059,2168.25,0.097,182.45,DiscoStates.LOCATE
1746118806.6072273,39.0187509,-104.8937059,2168.25,0.097,182.45,DiscoStates.LOCATE
1746118806.8769064,39.0187509,-104.8937059,2168.28,0.125,182.61,DiscoStates.LOCATE
1746118807.6208432,39.0187509,-104.8937059,2168.28,0.125,182.61,DiscoStates.LOCATE
1746118807.8942976,39.0187509,-104.8937058,2168.28,0.126,182.78,DiscoStates.LOCATE
1746118808.63689,39.0187509,-104.8937058,2168.28,0.126,182.78,DiscoStates.LOCATE
1746118808.90183,39.0187507,-104.8937058,2168.22,0.063,182.79,DiscoStates.LOCATE
1746118809.652814,39.0187507,-104.8937058,2168.22,0.063,182.79,DiscoStates.LOCATE
1746118809.9283726,39.0187506,-104.8937057,2168.26,0.1,182.76,DiscoStates.LOCATE
1746118810.668063,39.0187506,-104.8937057,2168.26,0.1,182.76,DiscoStates.LOCATE
1746118810.9459155,39.0187504,-104.8937057,2168.27,0.117,182.73,DiscoStates.LOCATE
1746118811.6706476,39.0187504,-104.8937057,2168.27,0.117,182.73,DiscoStates.LOCATE
1746118811.9731147,39.0187504,-104.8937057,2168.24,0.087,182.72,DiscoStates.LOCATE
1746118812.6862214,39.0187504,-104.8937057,2168.24,0.087,182.72,DiscoStates.LOCATE
1746118812.981792,39.0187503,-104.8937057,2168.21,0.058,182.69,DiscoStates.LOCATE
1746118813.7079954,39.0187503,-104.8937057,2168.21,0.058,182.69,DiscoStates.LOCATE
1746118814.010359,39.0187502,-104.8937057,2168.2,0.044,182.66,DiscoStates.LOCATE
1746118814.7090228,39.0187502,-104.8937057,2168.2,0.044,182.66,DiscoStates.LOCATE
1746118815.0138717,39.0187501,-104.8937056,2168.2,0.044,182.64,DiscoStates.LOCATE
1746118815.7096484,39.0187501,-104.8937056,2168.2,0.044,182.64,DiscoStates.LOCATE
1746118816.0042677,39.0187501,-104.8937055,2168.2,0.044,182.63,DiscoStates.LOCATE
1746118816.7192829,39.0187501,-104.8937055,2168.2,0.044,182.63,DiscoStates.LOCATE
1746118817.0214689,39.0187499,-104.8937057,2168.19,0.0,182.63,DiscoStates.LOCATE
1746118817.7458506,39.0187499,-104.8937057,2168.19,0.0,182.63,DiscoStates.LOCATE
1746118818.0478313,39.0187498,-104.8937057,2168.18,-0.001,182.64,DiscoStates.LOCATE
1746118818.77195,39.0187498,-104.8937057,2168.18,-0.001,182.64,DiscoStates.LOCATE
1746118819.0255337,39.01875,-104.8937057,2168.18,-0.009,182.6,DiscoStates.LOCATE
1746118819.8206558,39.01875,-104.8937057,2168.18,-0.009,182.6,DiscoStates.LOCATE
1746118820.0327065,39.01875,-104.8937059,2168.19,0.002,182.79,DiscoStates.LOCATE
1746118820.8232694,39.01875,-104.8937059,2168.19,0.002,182.79,DiscoStates.LOCATE
1746118821.055122,39.01875,-104.893706,2168.23,0.039,182.99,DiscoStates.LOCATE
1746118821.851212,39.01875,-104.893706,2168.23,0.039,182.99,DiscoStates.LOCATE
1746118822.053277,39.01875,-104.893706,2168.28,0.096,182.28,DiscoStates.LOCATE
1746118822.8524318,39.01875,-104.893706,2168.28,0.096,182.28,DiscoStates.LOCATE
1746118823.0876048,39.0187499,-104.8937067,2168.97,0.787,203.92,DiscoStates.LOCATE
1746118823.861555,39.0187499,-104.8937067,2168.97,0.787,203.92,DiscoStates.LOCATE
1746118824.0933301,39.0187499,-104.8937063,2169.92,1.731,207.74,DiscoStates.LOCATE
1746118824.8826618,39.0187499,-104.8937063,2169.92,1.731,207.74,DiscoStates.LOCATE
1746118825.091865,39.01875,-104.8937063,2171.05,2.867,206.6,DiscoStates.LOCATE
1746118825.886482,39.01875,-104.8937063,2171.05,2.867,206.6,DiscoStates.LOCATE
1746118826.1184533,39.0187483,-104.8937075,2172.22,4.033,207.31,DiscoStates.LOCATE
1746118826.8922794,39.0187483,-104.8937075,2172.22,4.033,207.31,DiscoStates.LOCATE
1746118827.1518426,39.0187382,-104.8937116,2173.52,5.331,206.34,DiscoStates.LOCATE
1746118827.9164789,39.0187382,-104.8937116,2173.52,5.331,206.34,DiscoStates.ALTITUDE_CONTROL
1746118828.2225509,39.0187222,-104.8937194,2174.78,6.594,202.22,DiscoStates.ALTITUDE_CONTROL
1746118828.946047,39.0187222,-104.8937194,2174.78,6.594,202.22,DiscoStates.ALTITUDE_CONTROL
1746118829.2479568,39.0187018,-104.8937274,2176.01,7.82,182.17,DiscoStates.ALTITUDE_CONTROL
1746118829.9343479,39.0187018,-104.8937274,2176.01,7.82,182.17,DiscoStates.ALTITUDE_CONTROL
1746118830.1832135,39.0186722,-104.8937349,2177.28,9.097,186.59,DiscoStates.ALTITUDE_CONTROL
1746118830.9547489,39.0186722,-104.8937349,2177.28,9.097,186.59,DiscoStates.ALTITUDE_CONTROL
1746118831.2072651,39.0186293,-104.8937418,2178.32,10.132,183.89,DiscoStates.ALTITUDE_CONTROL
1746118831.9777808,39.0186293,-104.8937418,2178.32,10.132,183.89,DiscoStates.ALTITUDE_CONTROL
1746118832.221798,39.0185751,-104.8937451,2179.37,11.188,174.75,DiscoStates.ALTITUDE_CONTROL
1746118833.0150034,39.0185751,-104.8937451,2179.37,11.188,174.75,DiscoStates.ALTITUDE_CONTROL
1746118833.2268765,39.0185116,-104.8937426,2180.21,12.029,178.42,DiscoStates.ALTITUDE_CONTROL
1746118834.0217242,39.0185116,-104.8937426,2180.21,12.029,178.42,DiscoStates.ALTITUDE_CONTROL
1746118834.2536063,39.0184391,-104.8937393,2181.26,13.074,178.44,DiscoStates.ALTITUDE_CONTROL
1746118835.027977,39.0184391,-104.8937393,2181.26,13.074,178.44,DiscoStates.ALTITUDE_CONTROL
1746118835.2594652,39.0183544,-104.8937375,2182.22,14.035,175.82,DiscoStates.ALTITUDE_CONTROL
1746118836.0590208,39.0183544,-104.8937375,2182.22,14.035,175.82,DiscoStates.ALTITUDE_CONTROL
1746118836.3122978,39.0182562,-104.8937315,2183.77,15.588,175.2,DiscoStates.ALTITUDE_CONTROL
1746118837.065783,39.0182562,-104.8937315,2183.77,15.588,175.2,DiscoStates.ALTITUDE_CONTROL
1746118837.3062024,39.0181489,-104.8937171,2185.47,17.282,139.05,DiscoStates.ALTITUDE_CONTROL
1746118838.0714633,39.0181489,-104.8937171,2185.47,17.282,139.05,DiscoStates.ALTITUDE_CONTROL
1746118838.3778539,39.0180547,-104.893671,2187.45,19.266,106.78,DiscoStates.ALTITUDE_CONTROL
