Time,Latitude,Longitude,Altitude,Relative Altitude,Heading
1732131785.9206002,39.0186218,-104.8935935,2187.37,22.28,304.58
1732131786.1522563,39.0186739,-104.8936555,2185.93,20.843,305.66
1732131786.9355216,39.0186739,-104.8936555,2185.93,20.843,305.66
1732131787.1669128,39.0187152,-104.89371,2184.59,19.504,297.27
1732131787.9609635,39.0187152,-104.89371,2184.59,19.504,297.27
1732131788.192517,39.0187458,-104.8937575,2183.59,18.5,211.04
1732131788.9815016,39.0187458,-104.8937575,2183.59,18.5,211.04
1732131789.213124,39.0187678,-104.8937838,2182.51,17.427,119.35
1732131790.213555,39.0187868,-104.8937814,2181.8,16.714,131.17
1732131791.241237,39.0188044,-104.8937805,2181.2,16.116,136.24
1732131792.2460265,39.0188221,-104.8937799,2180.32,15.235,139.51
1732131793.2595153,39.0188372,-104.8937826,2178.39,13.301,116.62
1732131794.3130074,39.0188509,-104.8937838,2176.2,11.112,316.52
