Time,Latitude,Longitude
00:17:08,39.01875508262517,-104.8936619
00:17:09,39.01875506092198,-104.8936619
00:17:10,39.0187551,-104.8936619
00:17:11,39.0187551,-104.8936619
00:17:12,39.01875502,-104.89366190000001
00:17:13,39.0187547953073,-104.89366200603997
00:17:14,39.01875455430918,-104.89366225880867
00:17:15,39.01875447725277,-104.8936623804719
00:17:16,39.018754358770686,-104.89366260613257
00:17:17,39.018754330753765,-104.89366270477748
00:17:18,39.01875426087398,-104.89366295035911
00:17:19,39.01875420453086,-104.89366303102327
00:17:20,39.01875405666574,-104.89366327157934
00:17:21,39.01875408181819,-104.89366363048948
00:17:22,39.01875397777778,-104.89366398055417
00:17:23,39.0187539,-104.89366410328141
00:17:24,39.018753872727274,-104.89366422727272
00:17:25,39.0187538,-104.8936643
00:17:26,39.01875383432574,-104.89366431666667
00:17:27,39.01875406879774,-104.89366441818183
00:17:28,39.01875415892159,-104.89366451538461
00:17:29,39.0187542660091,-104.89366461818182
00:17:30,39.01875429166666,-104.89366471676658
00:17:31,39.0187542,-104.89366497005267
00:17:32,39.018754199929006,-104.89366507963092
00:17:33,39.0187541487997,-104.89366536589993
00:17:34,39.01875405512228,-104.89366551073931
00:17:35,39.01875396005729,-104.89366573280368
00:17:36,39.01875410769231,-104.8936658050226
00:17:37,39.0187542,-104.89366566614338
00:17:38,39.0187542,-104.8936655
00:17:39,39.0187543,-104.8936655
00:17:40,39.01875441122186,-104.8936655
00:17:41,39.01875454892583,-104.8936655
00:17:42,39.018754630644246,-104.8936655
00:17:43,39.01875484332525,-104.8936653
00:17:44,39.01875480904631,-104.89366539
00:17:45,39.0187549,-104.8936655
00:17:46,39.0187549,-104.89366558333334
00:17:47,39.018755084615385,-104.89366583280774
00:17:48,39.01875529346694,-104.89366606074482
00:17:49,39.018755398749796,-104.89366619510638
00:17:50,39.018755692786534,-104.89366629287397
00:17:51,39.01875579776886,-104.89366639540768
00:17:52,39.01875587857143,-104.89366646250502
00:17:53,39.0187559,-104.89366637838043
00:17:54,39.01875598181818,-104.89366635802034
00:17:55,39.018756,-104.89366623409997
00:17:56,39.01875597100781,-104.89366603333333
00:17:57,39.018756149146114,-104.89366591818181
00:17:58,39.01875634545455,-104.8936659
00:17:59,39.018756472727276,-104.89366580048407
00:18:00,39.01875673114356,-104.89366574298148
00:18:01,39.01875696763042,-104.89366567085533
00:18:02,39.01875718058907,-104.89366557292752
00:18:03,39.01875719695103,-104.8936651287645
00:18:04,39.018751431855925,-104.893657129116
00:18:05,39.01874470236051,-104.89365016289763
00:18:06,39.0187352618586,-104.89364380750006
00:18:07,39.018714673513344,-104.89362957297578
00:18:08,39.0186938234496,-104.89361257891889
00:18:09,39.01867206773958,-104.89358563883779
00:18:10,39.01863983895766,-104.89354455524717
00:18:11,39.018612437086375,-104.89349306734988
00:18:12,39.01859237077168,-104.89342973836051
00:18:13,39.01856581668891,-104.89336712296961
00:18:14,39.01853216140458,-104.89329637821113
00:18:15,39.018518068705426,-104.89322856381561
00:18:16,39.018521838287256,-104.8931719140046
00:18:17,39.018524076064125,-104.89312379010677
00:18:18,39.01851488616751,-104.89306441826426
00:18:19,39.018489025345254,-104.89298784861872
00:18:20,39.01846359890488,-104.8929119629286
00:18:21,39.01844709455982,-104.89284818481022
00:18:22,39.01843143610477,-104.89281900127139
00:18:23,39.018419723043145,-104.89280793320974
00:18:24,39.01840737797955,-104.89280006908402
00:18:25,39.0184011247798,-104.89279574415582
00:18:26,39.018400746359944,-104.89279720526017
00:18:27,39.018404398136724,-104.89280355761841
00:18:28,39.01840621033217,-104.8928042922412
00:18:29,39.018406834055,-104.89280261566519
00:18:30,39.018405953441466,-104.89280082837654
00:18:31,39.01840479808964,-104.89279935668768
00:18:32,39.01840475866902,-104.8927976474727
00:18:33,39.01840535227984,-104.8927937765648
00:18:34,39.01840521671814,-104.8927917744828
00:18:35,39.01840672841931,-104.8927904438848
00:18:36,39.01840604464521,-104.89279043296433
00:18:37,39.018405385334866,-104.892790777936
00:18:38,39.018405270005466,-104.89279240972509
00:18:39,39.018403062207376,-104.89279402528744
00:18:40,,
00:18:41,,
00:18:42,,
00:18:43,,
00:18:44,39.018396670225215,-104.8927923510042
00:18:45,39.01839749055898,-104.89279248039136
00:18:46,39.018396554269415,-104.8927909675029
00:18:47,39.018395085149784,-104.89278916070833
00:18:48,39.01839459072163,-104.89278781177403
00:18:49,39.01839509096422,-104.89278924234206
00:18:50,39.01839502520429,-104.8927907283668
