Time,Latitude,Longitude
10:02:29,39.0185299,-104.89361790559698
10:02:30,39.018529900544785,-104.89361793245234
10:02:31,39.01852994254443,-104.89361772618736
10:02:32,39.0185299404247,-104.89361754490146
10:02:33,39.01852981757058,-104.89361735131642
10:02:34,39.01852969103363,-104.8936174197035
10:02:35,39.01852965445769,-104.89361729860103
10:02:36,39.018529754264904,-104.89361709794511
10:02:37,39.01852985068085,-104.89361686523117
10:02:38,39.01852984461189,-104.89361665741981
10:02:39,39.01852971920448,-104.89361647903812
10:02:40,39.0185296,-104.89361635528076
10:02:41,39.0185296,-104.89361617450793
10:02:42,39.0185296,-104.8936160658763
10:02:43,39.01852942222222,-104.89361609537725
10:02:44,39.018529308333335,-104.8936161091669
10:02:45,39.0185293,-104.89361632643217
10:02:46,39.0185293,-104.89361636413574
10:02:47,39.0185293,-104.89361636928778
10:02:48,39.0185293,-104.89361633235853
10:02:49,39.0185293,-104.89361623428047
10:02:50,39.018529225,-104.89361614293763
10:02:51,39.018529130000005,-104.89361618724304
10:02:52,39.018529025,-104.89361639382896
10:02:53,39.018528927272726,-104.89361647534173
10:02:54,39.018528825,-104.89361654660884
10:02:55,39.018528727272724,-104.89361647095066
10:02:56,39.01852856,-104.89361624717648
10:02:57,39.0185285,-104.89361615685702
10:02:58,39.0185285,-104.89361625842594
10:02:59,39.01852858022758,-104.89361637846405
10:03:00,39.01852864756668,-104.89361642244585
10:03:01,39.01852870204208,-104.8936163921014
10:03:02,39.01853030012318,-104.89361540948161
10:03:03,39.018532597139775,-104.89361357804295
10:03:04,39.01853096537869,-104.89361420450355
10:03:05,39.01852912892028,-104.89361574333275
10:03:06,39.018528748753575,-104.8936162506966
10:03:07,39.01852811646891,-104.89361638588736
10:03:08,39.01852780176248,-104.89361717689917
10:03:09,39.01852808742534,-104.89361769509502
10:03:10,39.01852858317382,-104.8936177013267
10:03:11,39.018528676241054,-104.89361720614438
10:03:12,39.018528314450734,-104.89361620353215
10:03:13,39.01852832457071,-104.89361538405123
10:03:14,39.01852854582661,-104.893615140018
10:03:15,39.01852842258661,-104.89361574754359
10:03:16,39.01852841630551,-104.893616144835
10:03:17,39.01852836678733,-104.89361664660768
10:03:18,39.01852866167799,-104.89361668985451
10:03:19,39.01852836448521,-104.89361668997448
10:03:20,39.018528837535506,-104.8936163775037
10:03:21,39.01852888927582,-104.8936163723211
10:03:22,39.018528688407656,-104.8936161818808
10:03:23,39.01852817158491,-104.89361594545454
