Time,Latitude,Longitude
09:52:03,39.0185475,-104.89361696115654
09:52:04,39.01854738839666,-104.89361706046475
09:52:05,39.01854725280677,-104.89361706074227
09:52:06,39.01854709174979,-104.89361711396872
09:52:07,39.01854695518759,-104.89361715767792
09:52:08,39.01854700992257,-104.89361730846198
09:52:09,39.0185471,-104.89361752145915
09:52:10,39.01854715454545,-104.89361766202337
09:52:11,39.0185472,-104.89361775907308
09:52:12,39.01854710909091,-104.89361785024924
09:52:13,39.018547,-104.89361795832957
09:52:14,39.018546916666665,-104.893618117602
09:52:15,39.01854668961495,-104.89361846336655
09:52:16,39.01854652001322,-104.8936187004612
09:52:17,39.0185465,-104.89361883845723
09:52:18,39.0185465,-104.89361895853472
09:52:19,39.01854641111111,-104.89361899794523
09:52:20,39.018546245454544,-104.89361908884294
09:52:21,39.01854602727273,-104.89361922710158
09:52:22,39.01854586363636,-104.89361934840814
09:52:23,39.0185457625,-104.893619375
09:52:24,39.0185457,-104.89361946666666
09:52:25,39.01854572727272,-104.89361940000002
09:52:26,39.018545827430465,-104.89361935000001
09:52:27,39.01854594074397,-104.89361916363636
09:52:28,39.018545918305215,-104.89361909999998
09:52:29,39.01854580308377,-104.89361907142857
09:52:30,39.01854587180433,-104.89361897272728
09:52:31,39.01854594295286,-104.89361892307693
09:52:32,39.018545946933564,-104.89361905300332
09:52:33,39.018545919898806,-104.89361923278913
09:52:34,39.0185458,-104.89361908333332
09:52:35,39.01854577857143,-104.89361902142856
09:52:36,39.0185457,-104.89361908000001
09:52:37,39.01854573,-104.89361894000001
09:52:38,39.01854582,-104.89361878
09:52:39,39.018546018181816,-104.8936185622615
09:52:40,39.01854613744472,-104.8936183458417
09:52:41,39.01854636288764,-104.8936184111111
09:52:42,39.0185464189435,-104.8936184818182
09:52:43,39.0185465548844,-104.8936184001001
09:52:44,39.01854663649766,-104.89361845770183
09:52:45,39.0185465,-104.89361839090908
09:52:46,39.0185465,-104.89361828000001
09:52:47,39.01854650769231,-104.89361809230769
09:52:48,39.0185466,-104.89361798461537
09:52:49,39.0185466,-104.8936178
09:52:50,39.0185467,-104.8936176
09:52:51,39.0185468,-104.8936176
09:52:52,39.018547,-104.8936175
09:52:53,39.01854708888889,-104.89361763608476
09:52:54,39.01854719,-104.8936175656376
09:52:55,39.01854728888889,-104.89361742308436
09:52:56,39.0185473,-104.89361721999998
09:52:57,39.0185473,-104.89361711
09:52:58,39.0185473,-104.8936171
09:52:59,39.01854750147348,-104.89361718461538
09:53:00,39.01854763300769,-104.89361701666667
09:53:01,39.01854752665098,-104.89361682857144
09:53:02,39.0185475,-104.8936168857143
09:53:03,39.01854758181818,-104.89361698181818
09:53:04,39.0185476,-104.89361707500001
09:53:05,39.0185476,-104.8936171
09:53:06,39.01854752222222,-104.8936171
09:53:07,39.018547420000004,-104.8936171
09:53:08,39.0185474,-104.8936171
09:53:09,39.01854747777778,-104.89361702222223
09:53:10,39.0185475,-104.893617
09:53:11,39.018547423076924,-104.89361707692306
09:53:12,39.0185474,-104.89361693636364
09:53:13,39.01854746666666,-104.89361683333334
09:53:14,39.0185475,-104.89361672222222
09:53:15,39.0185475,-104.8936167
09:53:16,39.0185475,-104.89361680236948
09:53:17,39.01854743,-104.89361685718374
09:53:18,39.0185474,-104.89361670055563
09:53:19,39.0185473866299,-104.89361643333334
09:53:20,39.01854737314913,-104.89361616104095
09:53:21,39.0185474,-104.89361593059567
09:53:22,39.01854746,-104.89361592488015
09:53:23,39.018547616666666,-104.89361594166667
09:53:24,39.01854775384615,-104.8936159
09:53:25,39.0185478,-104.89361579834717
09:53:26,39.018547739999995,-104.89361558830899
09:53:27,39.0185477,-104.89361555795759
09:53:28,39.01854775,-104.89361565
09:53:29,39.0185478,-104.89361575454545
09:53:30,39.01854785,-104.89361579999999
09:53:31,39.0185479,-104.8936158
09:53:32,39.0185479,-104.8936159
09:53:33,39.0185479,-104.893616
09:53:34,39.0185479,-104.89361606031132
09:53:35,39.01854794166667,-104.89361628277409
09:53:36,39.01854805846858,-104.89361639475537
09:53:37,39.01854818751795,-104.89361634545456
09:53:38,39.018548245209345,-104.89361649232978
09:53:39,39.018548287645736,-104.89361669085554
09:53:40,39.018548346807705,-104.89361677939368
09:53:41,39.018548383065294,-104.89361699542921
09:53:42,39.018548479261234,-104.89361709157701
09:53:43,39.01854857858378,-104.89361719157506
09:53:44,39.01854868314627,-104.89361733294105
09:53:45,39.01854881159069,-104.89361753501514
09:53:46,39.01854883168596,-104.89361759003684
09:53:47,39.018548645454544,-104.89361773532507
09:53:48,39.01854847,-104.89361783008601
09:53:49,39.018548370000005,-104.89361797382153
09:53:50,39.0185483,-104.89361814236366
09:53:51,39.018548224999996,-104.89361813806651
09:53:52,39.018548023076924,-104.89361787177428
09:53:53,39.0185481,-104.89361822822221
09:53:54,39.018548121314275,-104.89361853737668
09:53:55,39.01854826618902,-104.89361832851773
09:53:56,39.01854836374125,-104.89361816868036
09:53:57,39.018548230226784,-104.89361866615164
09:53:58,39.01854808,-104.89361900953918
