1744205164.6057532,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205164.864037,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205165.6242619,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205165.8836617,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205166.623597,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205166.9024718,39.0172705,-104.8924351,2175.04,14.98,141.72
1744205167.9237611,39.0172705,-104.8924351,2175.04,14.98,141.72
1744205167.9650216,39.0172705,-104.8924351,2175.04,14.981,141.72
1744205168.640977,39.0172705,-104.8924351,2175.04,14.981,141.72
1744205168.9431522,39.0172705,-104.8924351,2175.04,14.98,141.72
1744205169.6492367,39.0172705,-104.8924351,2175.04,14.98,141.72
1744205169.9520392,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205170.6513386,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205170.953457,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205171.670679,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205171.9453096,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205172.7053509,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205172.9629614,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205173.7274065,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205173.9734693,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205174.747291,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205174.9788437,39.0172705,-104.8924352,2175.04,14.981,141.72
1744205175.7490342,39.0172705,-104.8924352,2175.04,14.981,141.72
1744205175.9811058,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205176.7724674,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205177.0045474,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205177.822083,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205177.9952385,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205178.8791075,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205179.0004976,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205179.8762362,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205180.0068772,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205180.9135003,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205181.0468035,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205181.9485016,39.0172705,-104.8924352,2175.03,14.979,141.72
1744205182.0540788,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205182.963957,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205183.07212,39.0172705,-104.8924351,2175.04,14.981,141.72
1744205183.9901023,39.0172705,-104.8924351,2175.04,14.981,141.72
1744205184.108187,39.0172705,-104.8924351,2175.04,14.979,141.72
1744205184.9939344,39.0172705,-104.8924351,2175.04,14.979,141.72
1744205185.117815,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205186.0114212,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205186.1519332,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205187.0194156,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205187.180593,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205188.0246632,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205188.186044,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205189.0815845,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205189.1978765,39.0172705,-104.8924352,2175.04,14.981,141.72
1744205190.0888886,39.0172705,-104.8924352,2175.04,14.981,141.72
1744205190.204442,39.0172705,-104.8924352,2175.04,14.981,141.72
1744205191.0969014,39.0172705,-104.8924352,2175.04,14.981,141.72
1744205191.2103136,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205192.1057692,39.0172705,-104.8924352,2175.04,14.98,141.72
1744205192.232709,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205193.1316853,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205193.2548618,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205194.1443987,39.0172705,-104.8924351,2175.03,14.979,141.72
1744205194.2765062,39.0172705,-104.8924351,2175.03,14.979,141.72
