BREAK,2025-04-09 07:25:06.392283,,,,
Time,Latitude,Longitude,Altitude,Relative Altitude,Heading
BREAK,2025-04-09 07:25:36.607400,,,,
BREAK,2025-04-09 07:25:47.900664,,,,
1744206991.8066778,39.0173065,-104.8924712,3809.37,1649.298,210.66
1744206991.8683019,39.0173065,-104.8924712,3809.37,1649.298,210.66
1744206991.8890426,39.0173065,-104.8924712,3807.87,1647.795,210.66
1744206991.9099653,39.0173065,-104.8924712,3807.87,1647.795,210.66
1744206991.9716725,39.0173065,-104.8924712,3806.37,1646.294,210.67
1744206991.9924946,39.0173065,-104.8924712,3806.37,1646.294,210.67
1744206992.034184,39.0173065,-104.8924712,3806.37,1646.294,210.67
1744206992.0549388,39.0173065,-104.8924712,3804.87,1644.792,210.67
1744206992.0959926,39.0173065,-104.8924712,3803.36,1643.288,210.66
1744206992.1166825,39.0173065,-104.8924712,3803.36,1643.288,210.66
1744206992.1576164,39.0173065,-104.8924712,3803.36,1643.288,210.66
1744206992.218973,39.0173065,-104.8924712,3801.86,1641.789,210.66
1744206992.2395442,39.0173065,-104.8924712,3801.86,1641.789,210.66
1744206992.2602592,39.0173065,-104.8924712,3800.37,1640.292,210.67
1744206992.2811055,39.0173065,-104.8924712,3800.37,1640.292,210.67
1744206992.342568,39.0173065,-104.8924712,3798.87,1638.797,210.66
1744206992.3631546,39.0173065,-104.8924712,3798.87,1638.797,210.66
1744206992.404224,39.0173065,-104.8924712,3798.87,1638.797,210.66
1744206992.4248793,39.0173065,-104.8924712,3797.37,1637.293,210.66
1744206992.4863281,39.0173065,-104.8924712,3797.37,1637.293,210.66
1744206992.5070841,39.0173065,-104.8924712,3795.87,1635.792,210.67
1744206992.527777,39.0173065,-104.8924712,3795.87,1635.792,210.67
1744206992.5484717,39.0173065,-104.8924712,3794.36,1634.289,210.66
1744206992.6110947,39.0173065,-104.8924712,3794.36,1634.289,210.66
1744206992.6521125,39.0173065,-104.8924712,3794.36,1634.289,210.66
1744206992.6727026,39.0173065,-104.8924712,3792.86,1632.789,210.66
1744206992.713798,39.0173065,-104.8924712,3791.36,1631.285,210.67
1744206992.7344322,39.0173065,-104.8924712,3791.36,1631.285,210.67
1744206992.7754521,39.0173065,-104.8924712,3791.36,1631.285,210.67
1744206992.7960591,39.0173065,-104.8924712,3789.86,1629.782,210.67
1744206992.857437,39.0173065,-104.8924712,3789.86,1629.782,210.67
1744206992.878052,39.0173065,-104.8924712,3788.36,1628.281,210.66
1744206992.898778,39.0173065,-104.8924712,3788.36,1628.281,210.66
1744206992.9631505,39.0173065,-104.8924712,3786.86,1626.783,210.67
1744206992.98383,39.0173065,-104.8924712,3786.86,1626.783,210.67
1744206993.004502,39.0173065,-104.8924712,3785.36,1625.286,210.67
1744206993.025075,39.0173065,-104.8924712,3785.36,1625.286,210.67
1744206993.1066384,39.0173065,-104.8924712,3785.36,1625.286,210.67
1744206993.1272492,39.0173065,-104.8924712,3783.87,1623.791,210.66
1744206993.1480021,39.0173065,-104.8924712,3783.87,1623.791,210.66
1744206993.1686387,39.0173065,-104.8924712,3782.36,1622.288,210.67
1744206993.230047,39.0173065,-104.8924712,3782.36,1622.288,210.67
1744206993.2506697,39.0173065,-104.8924712,3780.86,1620.786,210.66
1744206993.2713313,39.0173065,-104.8924712,3780.86,1620.786,210.66
1744206993.332745,39.0173065,-104.8924712,3779.36,1619.284,210.67
1744206993.3533876,39.0173065,-104.8924712,3779.36,1619.284,210.67
1744206993.3945918,39.0173065,-104.8924712,3779.36,1619.284,210.67
1744206993.4153862,39.0173065,-104.8924712,3777.86,1617.782,210.67
1744206993.4565833,39.0173065,-104.8924712,3776.35,1616.277,210.67
1744206993.477272,39.0173065,-104.8924712,3776.35,1616.277,210.67
1744206993.5183084,39.0173065,-104.8924712,3776.35,1616.277,210.67
1744206993.5798054,39.0173065,-104.8924712,3774.85,1614.777,210.67
1744206993.60055,39.0173065,-104.8924712,3774.85,1614.777,210.67
1744206993.6210752,39.0173065,-104.8924712,3773.35,1613.277,210.67
1744206993.6417418,39.0173065,-104.8924712,3773.35,1613.277,210.67
1744206993.7031631,39.0173065,-104.8924712,3771.86,1611.785,210.67
1744206993.7239132,39.0173065,-104.8924712,3771.86,1611.785,210.67
1744206993.76509,39.0173065,-104.8924712,3771.86,1611.785,210.67
1744206993.7872727,39.0173065,-104.8924712,3770.36,1610.284,210.67
1744206993.8490584,39.0173065,-104.8924712,3770.36,1610.284,210.67
1744206993.8696725,39.0173065,-104.8924712,3768.86,1608.782,210.67
1744206993.8901567,39.0173065,-104.8924712,3768.86,1608.782,210.67
1744206993.9108617,39.0173065,-104.8924712,3766.6,1606.528,210.66
1744206993.9723997,39.0173065,-104.8924712,3766.6,1606.528,210.66
1744206994.0136805,39.0173065,-104.8924712,3766.6,1606.528,210.66
1744206994.034404,39.0173065,-104.8924712,3765.1,1605.026,210.67
1744206994.0754187,39.0173065,-104.8924712,3764.35,1604.274,210.67
BREAK,2025-04-09 07:56:41.766863,,,,
1744207004.542462,39.0173061,-104.8924712,3366.7,1206.62,210.66
1744207004.6042004,39.0173061,-104.8924712,3366.7,1206.62,210.66
1744207004.6250799,39.0173061,-104.8924712,3365.19,1205.118,210.66
1744207004.646004,39.0173061,-104.8924712,3365.19,1205.118,210.66
1744207004.7073655,39.0173061,-104.8924712,3363.69,1203.615,210.66
1744207004.7283442,39.0173061,-104.8924712,3363.69,1203.615,210.66
1744207004.769518,39.0173061,-104.8924712,3363.69,1203.615,210.66
1744207004.7904966,39.0173061,-104.8924712,3362.19,1202.111,210.65
1744207004.833335,39.0173061,-104.8924712,3360.69,1200.61,210.65
1744207004.8582113,39.0173061,-104.8924712,3360.69,1200.61,210.65
1744207004.8996367,39.0173061,-104.8924712,3360.69,1200.61,210.65
1744207004.961364,39.0173061,-104.8924712,3359.19,1199.111,210.66
1744207004.9823258,39.0173061,-104.8924712,3359.19,1199.111,210.66
1744207005.0031257,39.0173061,-104.8924712,3357.69,1197.612,210.66
1744207005.0240707,39.0173061,-104.8924712,3357.69,1197.612,210.66
1744207005.0857723,39.0173061,-104.8924712,3356.19,1196.119,210.65
1744207005.1065173,39.0173061,-104.8924712,3356.19,1196.119,210.65
1744207005.1479247,39.0173061,-104.8924712,3356.19,1196.119,210.65
1744207005.168837,39.0173061,-104.8924712,3354.69,1194.618,210.66
1744207005.2100766,39.0173061,-104.8924712,3353.19,1193.116,210.66
1744207005.2309284,39.0173061,-104.8924712,3351.69,1191.613,210.65
1744207005.5392792,39.0173061,-104.8924712,3351.69,1191.613,210.65
1744207006.0160468,39.0173061,-104.8924712,3350.18,1190.108,210.66
1744207006.5509012,39.0173061,-104.8924712,3350.18,1190.108,210.66
1744207007.0211203,39.0173061,-104.8924712,3348.68,1188.608,210.66
1744207007.6209533,39.0173061,-104.8924712,3348.68,1188.608,210.66
1744207008.0277576,39.0173061,-104.8924712,3347.18,1187.107,210.65
1744207008.6167214,39.0173061,-104.8924712,3347.18,1187.107,210.65
1744207009.0450544,39.0173061,-104.8924712,3345.68,1185.609,210.65
1744207009.6243508,39.0173061,-104.8924712,3345.68,1185.609,210.65
1744207010.0667768,39.0173061,-104.8924712,3344.19,1184.112,210.65
1744207010.6603804,39.0173061,-104.8924712,3344.19,1184.112,210.65
1744207011.0558007,39.0173061,-104.8924712,3342.69,1182.615,210.66
1744207011.6615229,39.0173061,-104.8924712,3342.69,1182.615,210.66
1744207012.0583918,39.0173061,-104.8924712,3341.19,1181.111,210.66
1744207012.6681464,39.0173061,-104.8924712,3341.19,1181.111,210.66
1744207013.1107547,39.0173061,-104.8924712,3339.68,1179.609,210.66
1744207013.6909523,39.0173061,-104.8924712,3339.68,1179.609,210.66
1744207014.0886226,39.0173061,-104.8924712,3338.18,1178.106,210.66
1744207014.6922107,39.0173061,-104.8924712,3338.18,1178.106,210.66
1744207015.1322808,39.0173061,-104.8924712,3336.68,1176.605,210.66
1744207015.721785,39.0173061,-104.8924712,3336.68,1176.605,210.66
1744207016.1326113,39.017306,-104.8924712,3335.18,1175.101,210.66
1744207016.7158895,39.017306,-104.8924712,3335.18,1175.101,210.66
1744207017.17769,39.017306,-104.8924712,3333.67,1173.599,210.66
1744207017.724723,39.017306,-104.8924712,3333.67,1173.599,210.66
1744207018.204626,39.0173061,-104.8924712,3332.18,1172.101,210.65
1744207018.7319977,39.0173061,-104.8924712,3332.18,1172.101,210.65
1744207019.1922727,39.0173061,-104.8924712,3330.68,1170.608,210.65
1744207019.7582195,39.0173061,-104.8924712,3330.68,1170.608,210.65
1744207020.2018495,39.0173061,-104.8924712,3329.18,1169.106,210.66
1744207020.7891438,39.0173061,-104.8924712,3329.18,1169.106,210.66
1744207021.2292395,39.0173061,-104.8924712,3327.68,1167.605,210.66
1744207021.7841594,39.0173061,-104.8924712,3327.68,1167.605,210.66
1744207022.2400763,39.0173061,-104.8924712,3326.18,1166.102,210.66
1744207022.7860122,39.0173061,-104.8924712,3326.18,1166.102,210.66
1744207023.250396,39.0173061,-104.8924712,3324.68,1164.601,210.65
1744207023.8160841,39.0173061,-104.8924712,3324.68,1164.601,210.65
1744207024.2612906,39.0173061,-104.8924712,3323.17,1163.099,210.65
1744207024.802569,39.0173061,-104.8924712,3323.17,1163.099,210.65
1744207025.271883,39.0173061,-104.8924712,3320.92,1160.845,210.65
1744207025.8353975,39.0173061,-104.8924712,3320.92,1160.845,210.65
1744207026.2777405,39.0173061,-104.8924712,3319.42,1159.345,210.66
1744207026.8383706,39.0173061,-104.8924712,3319.42,1159.345,210.66
1744207027.2791836,39.0173061,-104.8924712,3317.92,1157.846,210.66
1744207027.866625,39.0173061,-104.8924712,3317.92,1157.846,210.66
1744207028.2867596,39.0173061,-104.8924712,3316.42,1156.349,210.66
1744207028.8700032,39.0173061,-104.8924712,3316.42,1156.349,210.66
1744207029.3059945,39.0173061,-104.8924712,3314.93,1154.853,210.66
1744207029.914558,39.0173061,-104.8924712,3314.93,1154.853,210.66
1744207030.3574529,39.0173061,-104.8924712,3313.43,1153.35,210.66
1744207030.9437056,39.0173061,-104.8924712,3313.43,1153.35,210.66
1744207031.3718808,39.0173061,-104.8924712,3311.92,1151.847,210.66
1744207031.985452,39.0173061,-104.8924712,3311.92,1151.847,210.66
1744207032.3727794,39.0173061,-104.8924712,3310.42,1150.346,210.66
1744207033.0065036,39.0173061,-104.8924712,3310.42,1150.346,210.66
1744207033.3794498,39.0173061,-104.8924712,3308.92,1148.844,210.66
1744207034.0243585,39.0173061,-104.8924712,3308.92,1148.844,210.66
1744207034.3966627,39.0173061,-104.8924712,3307.41,1147.339,210.66
1744207035.0716536,39.0173061,-104.8924712,3307.41,1147.339,210.66
1744207035.4293175,39.0173061,-104.8924712,3305.91,1145.839,210.66
1744207036.0939014,39.0173061,-104.8924712,3305.91,1145.839,210.66
1744207036.4163358,39.0173061,-104.8924712,3304.42,1144.34,210.65
1744207037.140134,39.0173061,-104.8924712,3304.42,1144.34,210.65
1744207037.4383307,39.0173061,-104.8924712,3302.92,1142.847,210.65
1744207038.171374,39.0173061,-104.8924712,3302.92,1142.847,210.65
1744207038.422511,39.0173061,-104.8924712,3301.42,1141.346,210.65
1744207039.18306,39.0173061,-104.8924712,3301.42,1141.346,210.65
1744207039.437717,39.0173061,-104.8924712,3299.92,1139.844,210.66
1744207040.1878023,39.0173061,-104.8924712,3299.92,1139.844,210.66
1744207040.441182,39.0173061,-104.8924712,3298.42,1138.341,210.66
1744207041.2010956,39.0173061,-104.8924712,3298.42,1138.341,210.66
1744207041.4768066,39.0173061,-104.8924712,3296.92,1136.84,210.66
1744207042.2147725,39.0173061,-104.8924712,3296.92,1136.84,210.66
1744207042.4760666,39.0173061,-104.8924712,3295.41,1135.334,210.66
1744207043.2188787,39.0173061,-104.8924712,3295.41,1135.334,210.66
1744207043.4869628,39.0173061,-104.8924712,3293.91,1133.833,210.66
1744207044.2190802,39.0173061,-104.8924712,3293.91,1133.833,210.66
1744207044.5413382,39.0173061,-104.8924712,3292.41,1132.336,210.66
1744207045.2270486,39.0173061,-104.8924712,3292.41,1132.336,210.66
1744207045.5493822,39.0173062,-104.8924712,3290.91,1130.835,210.66
1744207046.2404385,39.0173062,-104.8924712,3290.91,1130.835,210.66
1744207046.5474057,39.0173062,-104.8924712,3289.42,1129.342,210.66
1744207047.2438445,39.0173062,-104.8924712,3289.42,1129.342,210.66
1744207047.5572135,39.0173062,-104.8924712,3287.92,1127.841,210.66
1744207048.2537615,39.0173062,-104.8924712,3287.92,1127.841,210.66
1744207048.565998,39.0173062,-104.8924712,3286.42,1126.34,210.66
1744207049.2564597,39.0173062,-104.8924712,3286.42,1126.34,210.66
1744207049.5653825,39.0173063,-104.8924712,3284.91,1124.837,210.66
1744207050.2604167,39.0173063,-104.8924712,3284.91,1124.837,210.66
1744207050.5793068,39.0173063,-104.8924712,3283.41,1123.336,210.66
1744207051.2590005,39.0173063,-104.8924712,3283.41,1123.336,210.66
1744207051.5916936,39.0173063,-104.8924712,3281.91,1121.83,210.66
1744207052.2694309,39.0173063,-104.8924712,3281.91,1121.83,210.66
1744207052.5885673,39.0173063,-104.8924712,3280.4,1120.329,210.65
BREAK,2025-04-09 11:08:31.762238,,,,
BREAK,2025-04-09 11:19:47.847970,,,,
BREAK,2025-04-09 11:19:55.052755,,,,
BREAK,2025-04-09 11:20:15.764081,,,,
1744219217.2213063,39.0187396,-104.8936588,2177.95,9.953,193.05
1744219217.262375,39.0187398,-104.8936587,2177.95,9.955,193.26
1744219217.3031933,39.0187401,-104.8936587,2177.96,9.964,193.85
1744219217.344207,39.01874,-104.8936586,2177.99,9.997,193.8
1744219217.3647072,39.0187393,-104.8936589,2177.99,9.99,193.32
1744219217.4261987,39.0187398,-104.8936594,2177.97,9.974,194.58
1744219217.446756,39.0187398,-104.8936592,2177.98,9.986,193.67
1744219217.4876428,39.0187397,-104.8936593,2177.93,9.93,193.63
1744219217.5286584,39.0187401,-104.89366,2177.94,9.946,194.05
1744219217.5695524,39.0187404,-104.8936596,2177.94,9.941,193.48
1744219217.5900564,39.0187404,-104.8936595,2177.93,9.933,193.91
1744219217.651465,39.0187402,-104.8936588,2177.96,9.966,193.37
1744219217.6720254,39.0187397,-104.893658,2177.96,9.965,194.51
1744219217.7130117,39.0187391,-104.8936582,2178.09,10.097,193.92
1744219217.7537682,39.0187392,-104.8936593,2178.06,10.061,194.54
1744219217.7948375,39.0187402,-104.8936601,2177.97,9.977,194.69
1744219218.423982,39.0187403,-104.8936596,2177.96,9.96,194.26
1744219219.4700935,39.0187405,-104.8936589,2177.96,9.964,194.5
1744219220.4755857,39.0187402,-104.8936588,2177.92,9.924,193.84
1744219221.4664536,39.018739,-104.8936588,2178.01,10.018,193.17
1744219222.4663763,39.0187389,-104.8936588,2178.03,10.031,193.12
1744219223.4986148,39.0187392,-104.8936589,2178.01,10.011,192.76
1744219224.5233977,39.018741,-104.89366,2177.95,9.952,194.84
BREAK,2025-04-09 11:22:42.387552,,,,
1744219365.0292826,39.01874,-104.8936585,2177.92,9.921,195.44
1744219365.0701792,39.0187401,-104.8936581,2177.93,9.936,192.45
1744219365.1113503,39.0187397,-104.8936589,2177.93,9.933,194.06
1744219365.1523004,39.0187396,-104.8936593,2177.92,9.928,190.53
1744219365.2134953,39.0187395,-104.8936601,2177.9,9.909,193.67
1744219365.2545953,39.0187408,-104.8936596,2177.86,9.866,192.0
1744219365.2957773,39.0187408,-104.893659,2177.76,9.763,191.33
1744219365.3366277,39.0187397,-104.8936588,2177.17,9.17,193.11
1744219365.3574638,39.0187396,-104.8936589,2176.69,8.696,194.15
1744219365.4190352,39.0187395,-104.8936592,2176.18,8.18,192.48
1744219365.4399605,39.0187396,-104.8936594,2175.73,7.739,190.17
1744219365.4811773,39.0187394,-104.8936586,2175.23,7.239,194.19
1744219365.522128,39.0187395,-104.8936587,2174.78,6.78,192.96
1744219365.5631096,39.0187387,-104.8936596,2174.29,6.298,193.75
1744219365.5835826,39.0187398,-104.8936584,2173.79,5.793,197.2
1744219365.6449463,39.0187417,-104.8936584,2173.19,5.191,195.58
1744219365.6654093,39.0187408,-104.8936589,2172.6,4.605,195.32
1744219365.7065718,39.0187399,-104.8936584,2172.26,4.264,191.37
1744219365.7474544,39.0187401,-104.8936585,2171.72,3.72,193.73
1744219365.788333,39.0187398,-104.8936592,2171.45,3.453,196.44
1744219365.808927,39.0187397,-104.8936589,2171.28,3.284,196.77
1744219365.8701692,39.0187396,-104.8936589,2170.92,2.92,196.67
1744219365.8907902,39.0187396,-104.8936586,2168.96,0.963,193.96
1744219365.9318879,39.0187397,-104.8936586,2167.89,-0.106,191.69
1744219365.9729147,39.0187397,-104.893659,2167.32,-0.676,189.87
1744219366.0139198,39.0187397,-104.8936594,2166.97,-1.028,188.41
1744219366.034442,39.0187396,-104.8936595,2166.73,-1.268,187.2
1744219366.0957081,39.0187394,-104.8936594,2166.56,-1.43,186.16
1744219366.1161726,39.018739,-104.8936594,2166.4,-1.593,184.86
1744219366.1571422,39.018739,-104.8936595,2166.33,-1.664,184.14
1744219366.1981316,39.0187389,-104.8936597,2166.21,-1.789,183.49
1744219366.2392824,39.0187389,-104.8936599,2166.11,-1.881,182.92
1744219366.2601566,39.0187388,-104.8936602,2166.13,-1.868,182.42
1744219366.3215828,39.0187387,-104.8936603,2166.12,-1.875,181.96
1744219366.3422122,39.0187387,-104.8936604,2166.11,-1.881,181.54
1744219366.3832152,39.0187385,-104.8936603,2166.11,-1.885,181.16
1744219366.424274,39.0187384,-104.8936605,2166.15,-1.845,180.82
1744219366.4652395,39.0187383,-104.8936604,2166.12,-1.877,180.49
1744219366.4858532,39.0187381,-104.8936603,2166.14,-1.859,180.16
1744219366.5471992,39.0187381,-104.8936603,2166.17,-1.825,179.86
1744219366.5676756,39.018738,-104.8936603,2166.18,-1.817,179.58
1744219366.6085296,39.0187378,-104.8936603,2166.18,-1.814,179.3
1744219366.649528,39.0187378,-104.8936601,2166.24,-1.752,179.04
1744219366.690524,39.0187377,-104.8936601,2166.33,-1.661,178.81
1744219366.7111273,39.0187378,-104.8936603,2166.38,-1.612,178.59
1744219366.7724006,39.0187378,-104.8936606,2166.41,-1.581,178.37
1744219366.7931738,39.0187378,-104.8936607,2166.44,-1.551,178.16
1744219366.8341928,39.0187378,-104.8936606,2166.43,-1.56,177.96
1744219366.8751147,39.0187379,-104.8936606,2166.38,-1.618,177.78
1744219366.9161823,39.018738,-104.8936606,2166.33,-1.662,177.61
1744219366.9367013,39.0187379,-104.8936605,2166.31,-1.689,177.43
1744219366.998037,39.018738,-104.8936605,2166.36,-1.639,177.25
1744219367.0186026,39.018738,-104.8936605,2166.37,-1.624,177.08
1744219367.0597012,39.0187382,-104.8936604,2166.35,-1.64,176.93
1744219367.1006463,39.0187381,-104.8936603,2166.38,-1.612,176.77
1744219367.1415875,39.0187381,-104.8936602,2166.42,-1.572,176.63
1744219367.162218,39.0187383,-104.89366,2166.41,-1.589,176.51
1744219367.2235615,39.0187383,-104.8936599,2166.41,-1.581,176.36
1744219367.2442322,39.0187384,-104.8936598,2166.41,-1.582,176.23
1744219367.2852688,39.0187386,-104.8936597,2166.39,-1.604,176.1
1744219367.3262527,39.0187387,-104.8936594,2166.39,-1.602,175.92
1744219367.3672187,39.0187386,-104.8936593,2166.38,-1.617,175.86
1744219367.3878233,39.0187386,-104.8936591,2166.34,-1.657,175.69
1744219367.4491272,39.0187387,-104.8936591,2166.32,-1.671,175.58
1744219367.4696126,39.0187388,-104.8936591,2166.29,-1.7,175.47
1744219367.5105407,39.0187388,-104.893659,2166.29,-1.709,175.36
1744219367.551346,39.0187388,-104.893659,2166.3,-1.695,175.25
1744219367.5922863,39.018739,-104.893659,2166.3,-1.691,175.15
1744219367.6127172,39.0187391,-104.8936591,2166.32,-1.674,175.05
1744219367.6741166,39.0187391,-104.8936591,2166.33,-1.665,174.97
1744219367.69462,39.0187388,-104.8936591,2166.32,-1.674,174.89
1744219367.7355506,39.0187387,-104.893659,2166.31,-1.687,174.8
1744219367.7764652,39.0187386,-104.893659,2166.3,-1.699,174.72
1744219367.8174028,39.0187385,-104.893659,2166.29,-1.708,174.64
1744219367.8379803,39.0187383,-104.8936591,2166.25,-1.749,174.56
1744219367.8992193,39.0187381,-104.8936591,2166.17,-1.826,174.48
1744219367.919781,39.018738,-104.8936591,2166.14,-1.857,174.42
1744219367.9608202,39.0187378,-104.8936592,2166.12,-1.872,174.36
1744219368.001562,39.0187375,-104.8936594,2166.09,-1.906,174.29
1744219368.042705,39.0187374,-104.8936594,2166.06,-1.932,174.22
1744219368.0632987,39.0187371,-104.8936596,2166.01,-1.98,174.17
1744219368.1243691,39.0187369,-104.8936595,2166.01,-1.983,174.11
1744219368.145008,39.0187369,-104.8936595,2166.01,-1.981,174.07
1744219368.1860197,39.0187369,-104.8936595,2166.05,-1.948,174.02
1744219368.227067,39.0187369,-104.8936595,2166.09,-1.908,173.97
1744219368.2679665,39.0187368,-104.8936595,2166.12,-1.87,173.94
1744219368.2885902,39.0187368,-104.8936594,2166.15,-1.849,173.91
1744219368.3500843,39.0187368,-104.8936593,2166.15,-1.846,173.87
1744219368.3705688,39.018737,-104.8936591,2166.15,-1.848,173.85
1744219368.4117558,39.0187374,-104.8936588,2166.15,-1.849,173.82
1744219368.4526303,39.0187378,-104.8936586,2166.15,-1.848,173.79
1744219368.4937298,39.0187382,-104.8936584,2166.16,-1.836,173.76
1744219368.514264,39.0187385,-104.893658,2166.12,-1.871,173.74
1744219368.575612,39.0187388,-104.8936577,2166.1,-1.894,173.72
1744219368.596183,39.018739,-104.8936575,2166.08,-1.914,173.7
1744219368.6372187,39.0187392,-104.8936572,2166.08,-1.919,173.69
1744219368.6782413,39.0187394,-104.8936569,2166.02,-1.976,173.68
1744219368.7191708,39.0187394,-104.8936568,2166.0,-1.998,173.68
1744219368.7397237,39.0187398,-104.8936567,2166.0,-1.993,173.68
1744219368.8010297,39.01874,-104.8936565,2165.86,-2.135,173.68
1744219368.8219876,39.0187401,-104.8936563,2165.77,-2.221,173.68
1744219368.8834503,39.0187406,-104.8936558,2165.71,-2.286,173.69
1744219368.9258542,39.0187409,-104.8936556,2165.77,-2.223,173.7
1744219368.987075,39.018741,-104.8936553,2165.89,-2.107,173.7
1744219369.0077713,39.0187412,-104.8936551,2165.93,-2.065,173.71
1744219369.0691838,39.0187414,-104.8936552,2165.97,-2.02,173.72
1744219369.089783,39.0187414,-104.8936552,2165.98,-2.012,173.72
1744219369.1312113,39.0187414,-104.8936551,2166.0,-1.994,173.73
1744219369.1723866,39.0187414,-104.8936551,2166.03,-1.968,173.74
1744219369.2133086,39.0187414,-104.8936551,2166.1,-1.896,173.73
1744219369.2339377,39.0187414,-104.8936551,2166.19,-1.803,173.75
1744219369.2953062,39.0187413,-104.8936551,2166.26,-1.731,173.76
1744219369.3157587,39.0187412,-104.8936552,2166.32,-1.679,173.77
1744219369.3568113,39.0187412,-104.8936551,2166.38,-1.612,173.77
1744219369.397593,39.018741,-104.893655,2166.4,-1.594,173.77
1744219370.3132412,39.0187408,-104.8936549,2166.43,-1.565,173.8
1744219371.3253474,39.0187408,-104.8936548,2166.44,-1.55,173.79
1744219372.3407032,39.0187408,-104.8936546,2166.4,-1.591,173.8
1744219373.3457046,39.0187408,-104.8936544,2166.34,-1.653,173.81
1744219374.3406196,39.0187406,-104.8936543,2166.32,-1.679,173.82
1744219375.3669066,39.0187404,-104.8936541,2166.29,-1.708,173.83
BREAK,2025-04-09 11:23:05.092337,,,,
1744219390.6410813,39.0187404,-104.8936539,2166.26,-1.732,173.85
1744219390.661877,39.0187405,-104.893654,2166.24,-1.754,173.85
1744219390.7233224,39.0187405,-104.8936538,2166.22,-1.776,173.86
1744219390.7440841,39.0187405,-104.893654,2166.18,-1.817,173.87
1744219390.7851217,39.0187406,-104.893654,2166.14,-1.855,173.88
1744219390.8261716,39.0187407,-104.893654,2166.1,-1.89,173.89
1744219390.867187,39.0187408,-104.8936539,2166.06,-1.939,173.91
1744219390.8877418,39.0187408,-104.893654,2166.05,-1.944,173.92
1744219390.9491084,39.0187409,-104.8936539,2166.09,-1.906,173.94
1744219390.9696772,39.018741,-104.8936539,2166.12,-1.877,173.96
1744219391.0106642,39.0187411,-104.8936539,2166.14,-1.859,173.98
1744219391.0516555,39.0187411,-104.8936539,2166.14,-1.854,174.01
1744219391.0926125,39.0187412,-104.893654,2166.12,-1.878,174.02
1744219391.113209,39.0187411,-104.893654,2166.12,-1.873,174.03
1744219391.1745634,39.0187411,-104.8936541,2166.13,-1.866,174.06
1744219391.6262271,39.0187411,-104.8936541,2166.09,-1.906,174.07
1744219392.6197872,39.0187411,-104.8936544,2166.03,-1.967,174.08
1744219393.638144,39.0187411,-104.8936546,2166.0,-1.999,174.09
1744219394.6638515,39.0187411,-104.8936549,2165.98,-2.017,174.1
1744219395.6756003,39.018741,-104.8936551,2165.97,-2.024,174.11
1744219396.6849546,39.0187407,-104.893655,2166.0,-1.999,174.12
1744219397.6876662,39.0187405,-104.8936552,2165.99,-2.003,174.14
1744219398.6926007,39.0187402,-104.8936555,2166.03,-1.964,174.16
1744219399.706129,39.0187402,-104.8936558,2166.05,-1.946,174.17
1744219400.7266011,39.01874,-104.8936563,2166.04,-1.959,174.19
1744219401.7279322,39.0187397,-104.8936565,2166.02,-1.973,174.2
1744219402.7357554,39.0187395,-104.8936569,2166.02,-1.975,174.22
1744219403.7554927,39.0187393,-104.8936573,2165.99,-2.003,174.23
1744219404.7629645,39.0187391,-104.8936575,2165.98,-2.013,174.26
1744219405.779254,39.0187387,-104.8936577,2165.98,-2.012,174.28
1744219406.789291,39.0187384,-104.8936579,2165.97,-2.025,174.31
1744219407.8227127,39.0187381,-104.893658,2165.97,-2.029,174.33
1744219408.8288887,39.0187379,-104.893658,2165.95,-2.04,174.36
1744219409.835862,39.0187379,-104.8936581,2165.98,-2.019,174.38
1744219410.8602896,39.0187379,-104.8936579,2165.99,-2.005,174.39
1744219411.903029,39.0187379,-104.8936578,2166.01,-1.986,174.41
1744219412.9198046,39.0187379,-104.8936576,2166.03,-1.962,174.43
1744219413.9168024,39.0187379,-104.8936576,2166.04,-1.954,174.43
1744219414.947914,39.0187382,-104.8936577,2166.04,-1.95,174.44
1744219415.957719,39.0187383,-104.893658,2166.06,-1.938,174.45
1744219416.9645221,39.0187385,-104.8936581,2166.03,-1.96,174.48
1744219417.9740925,39.0187386,-104.8936581,2166.01,-1.983,174.5
1744219419.000753,39.0187388,-104.8936581,2165.97,-2.022,174.51
1744219420.0284424,39.0187389,-104.8936581,2165.95,-2.041,174.52
1744219421.0388951,39.018739,-104.8936582,2165.87,-2.128,174.55
1744219422.0664566,39.0187391,-104.8936581,2165.77,-2.22,174.56
1744219423.049335,39.0187392,-104.8936579,2165.73,-2.265,174.58
1744219424.0730357,39.0187394,-104.8936576,2165.67,-2.32,174.61
1744219425.0802774,39.0187397,-104.8936574,2165.63,-2.36,174.64
1744219426.0768404,39.01874,-104.893657,2165.64,-2.359,174.66
1744219427.0787656,39.0187402,-104.8936569,2165.63,-2.364,174.67
1744219428.0971775,39.0187404,-104.8936568,2165.61,-2.38,174.69
1744219429.1119769,39.0187405,-104.8936565,2165.57,-2.422,174.7
1744219430.1339576,39.0187408,-104.8936563,2165.54,-2.453,174.73
1744219431.1385808,39.018741,-104.893656,2165.57,-2.424,174.73
1744219432.145126,39.0187411,-104.8936558,2165.61,-2.387,174.74
1744219433.1495368,39.0187415,-104.8936555,2165.62,-2.372,174.76
1744219434.150591,39.0187418,-104.8936553,2165.61,-2.389,174.78
1744219435.1566901,39.0187419,-104.893655,2165.6,-2.398,174.78
1744219436.175002,39.018742,-104.8936551,2165.58,-2.413,174.79
